baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000003249	127.903304314818	0.204456803616652	0.226289846967104	0.903517353327718	0.366251382493812	0.480429918402577
ENSG00000003393	733.239399592714	0.165253508415064	0.0382071468058129	4.32519887587948	1.52394312357251e-05	8.69323448285787e-05
ENSG00000003400	680.015687897485	-0.0500735486073857	0.111812308625242	-0.447835745662095	0.654271743606543	0.741673854472249
ENSG00000003402	8990.64720347928	0.147045362132528	0.0666478877447703	2.20630191155708	0.0273628676387878	0.0586115308986877
ENSG00000003436	1443.36901048331	-1.12494560398921	0.131028163576991	-8.58552522815607	9.04223578913296e-18	4.28798348192242e-16
ENSG00000003509	336.651750926426	-0.317997378173694	0.0698458181355551	-4.55284778190345	5.292456761386e-06	3.37477234370349e-05
ENSG00000003756	3431.39237829559	-0.299803077267529	0.0696093539232693	-4.30693664529631	1.65530995269267e-05	9.37366841816815e-05
ENSG00000003987	49.2410904507025	-0.422012010952073	0.203687462851005	-2.07186051141876	0.0382784515285233	0.0776694804164386
ENSG00000003989	915.007698488375	-0.853793786184833	0.173883743331657	-4.91014151079295	9.10106920625295e-07	6.86610309435418e-06
ENSG00000004059	1237.56396770645	0.176052520694441	0.058872602070792	2.99039815639107	0.0027861402008349	0.0084307004240217
ENSG00000004139	127.45272474954	-0.499958264872149	0.132940917523798	-3.76075533541168	0.000169401059224311	0.000739465944019836
ENSG00000004142	2594.16325966464	0.0867927746236533	0.0649652631668764	1.33598742455193	0.181553383684143	0.277434371568437
ENSG00000004399	8395.93433667777	0.234356112660773	0.074578293560598	3.14241720307463	0.00167559095373379	0.00543640679339442
ENSG00000004455	2802.39992823169	-0.236468396264947	0.0761441633303952	-3.10553542021196	0.00189934871339463	0.00605566544801998
ENSG00000004468	499.682063451743	-2.02295319597176	0.204813598014908	-9.87704535039961	5.23538149866015e-23	4.40875467100174e-21
ENSG00000004478	703.532170284616	0.15063097825809	0.0763692198770437	1.97240430765968	0.0485634704924632	0.0947209609864943
ENSG00000004487	1192.46821673013	-0.0372261285735098	0.0353263506290221	-1.05377792810919	0.291984601018942	0.403441897029999
ENSG00000004534	4213.8834601354	-0.292042496740326	0.088412649780123	-3.30317547847076	0.000955965462508995	0.0033300084252377
ENSG00000004660	257.28289260764	0.164641903598342	0.159886095653423	1.029744975168	0.303129736976373	0.415145371257242
ENSG00000004700	597.279220467892	0.106103848565754	0.102754297350989	1.03259767524197	0.301792216568326	0.413819581071053
ENSG00000004766	523.244475475012	0.0046266700978155	0.0602081618735906	0.0768445664813581	0.93874719660635	0.958276940533639
ENSG00000004776	1570.82722403492	0.293661977771623	0.162031344311586	1.81237759286198	0.0699278726554117	0.128052220438418
ENSG00000004777	356.36289696078	-0.109121486592861	0.136386635257889	-0.800089293107987	0.423659064096439	0.535986037756385
ENSG00000004779	980.747105483103	0.041288625678358	0.0745553957354726	0.553797954810041	0.579717128137598	0.678615073724651
ENSG00000004799	20738.1733524111	0.407712372405795	0.249726625695351	1.63263477120448	0.102545833672354	0.175303432911528
ENSG00000004838	18.5422041022994	-0.0693897843539267	0.236789795002714	-0.29304381277551	0.76948866315587	0.83438320092189
ENSG00000004846	27.4310186376025	-0.0511248155095759	0.420297868782803	-0.121639483106672	0.903184542655046	0.93289161908141
ENSG00000004864	440.391079801733	-0.0850368189833912	0.0654783233470415	-1.29870183957961	0.194046272536387	0.292080390506638
ENSG00000004866	719.968276596866	-0.192384351823231	0.083645046578235	-2.30000890301722	0.0214477156563061	0.0477237161996409
ENSG00000004897	1448.61407031956	0.257236958252876	0.081807375574892	3.14442257125562	0.0016641494342827	0.0054039533505784
ENSG00000004939	35.9948074579509	2.19940288245449	0.459853780042666	4.78283092997609	1.72843499249563e-06	1.2229947522259e-05
ENSG00000004961	353.222679057929	0.232225945885978	0.069351164831687	3.34855148359199	0.000812351863234755	0.00289032884419959
ENSG00000004975	823.816095539798	0.0736946375240112	0.0581875291326654	1.2665022664219	0.205333318522506	0.305931005120132
ENSG00000005007	2680.80764441641	0.0788431549277208	0.0625797120255477	1.2598836328223	0.207711343886565	0.308714786453962
ENSG00000005020	1271.46588182938	1.72907938666672	0.13925294618537	12.4168244481163	2.11802865282937e-35	6.41523549540044e-33
ENSG00000005022	2361.38629423115	0.01703967211273	0.0747235658071763	0.228036121251236	0.81961815950207	0.871947055137626
ENSG00000005059	326.848519263964	-0.353442202405882	0.133349017568625	-2.65050473449488	0.00803716008394693	0.0208437825184974
ENSG00000005075	868.392137572349	0.123493351340377	0.065191304019616	1.89432245906935	0.0581822217071747	0.110130424497433
ENSG00000005100	451.351371327739	-0.0503758775259046	0.0560347285809807	-0.89901171651259	0.368646419892583	0.482594726365251
ENSG00000005102	1001.53483242726	0.789036763074817	0.203921777157488	3.86931093909331	0.000109143377094929	0.000499294391830859
ENSG00000005108	270.094872219072	-0.289266161706415	0.13764861929942	-2.10148247892839	0.0355986344501417	0.0730289224753344
ENSG00000005156	353.27168046855	-0.195031163353476	0.0739658938259079	-2.63677153435768	0.00836991823858307	0.0215608634571127
ENSG00000005175	368.940131204842	-0.0748421594325043	0.0688184517066536	-1.08753041628323	0.276802463854491	0.387597753241629
ENSG00000005187	92.8042450660712	-2.82404384271253	0.201576048773249	-14.0098184278296	1.35751602438798e-44	7.96649794436934e-42
ENSG00000005189	148.476760742344	0.530984432557934	0.0975883483665701	5.4410638303192	5.29633314129634e-08	5.21551337495564e-07
ENSG00000005194	711.16094887085	0.0592657827908844	0.0411057305164609	1.44178882229453	0.149361957123701	0.236901526465056
ENSG00000005206	1032.3018487042	-0.0266578699529345	0.132502256745282	-0.201188044700104	0.840551539318863	0.887312671015618
ENSG00000005238	1033.67898413511	0.193215497650402	0.100261168811212	1.92712193505563	0.0539644357132404	0.103418526202566
ENSG00000005243	1864.72903901424	0.428005121127221	0.0938098134030284	4.5624770543825	5.05536199726335e-06	3.23567290206573e-05
ENSG00000005249	23586.1039304555	-0.0128990105294382	0.154743309439677	-0.0833574684175056	0.933567306051692	0.954420566524383
ENSG00000005302	788.223277395353	-0.194490813751827	0.0671411886089191	-2.89674367972078	0.00377057685674137	0.0109406153882488
ENSG00000005339	2134.64142455132	0.303159005612386	0.0723757596675928	4.188681500612	2.80579858731811e-05	0.000150242633793119
ENSG00000005379	558.49146725008	-0.270332546100459	0.162488062165529	-1.66370712098879	0.0961709725314372	0.166481811685828
ENSG00000005381	36.9958004105926	-0.463322661061582	0.327489944947081	-1.41476911951129	0.157136201011766	0.24676875052684
ENSG00000005436	414.62683276158	-0.0598587735042558	0.0690020682578261	-0.867492453713033	0.385672244722409	0.499313277052196
ENSG00000005448	143.242750680311	-0.651196470424582	0.12377238111899	-5.26124216515272	1.43085431700151e-07	1.28196627953108e-06
ENSG00000005469	267.432684405213	-0.0661484269972665	0.0667339809348375	-0.991225550621014	0.321575456929258	0.434169638771626
ENSG00000005471	38.0772939664975	1.16890074286138	0.245115824052281	4.76876899882265	1.85355051054445e-06	1.30220071221527e-05
ENSG00000005483	1644.64752338324	0.0986227328012117	0.058896316097567	1.67451445753983	0.0940295354456683	0.163483070654033
ENSG00000005486	1506.50611211607	-0.0176192009393561	0.0862386404699017	-0.204307498858419	0.838113210324448	0.885752038757544
ENSG00000005513	66.1501846794112	-1.81328105829853	0.253467006014338	-7.15391358745905	8.43381686657085e-13	1.86108868316491e-11
ENSG00000005700	1176.0427963176	0.118692806759035	0.0637775504761238	1.86104367246701	0.0627380096143486	0.117147964855111
ENSG00000005801	383.046683713743	-0.144739230777654	0.0671051723936641	-2.15690125834949	0.0310133588800565	0.0649273199092935
ENSG00000005810	3642.50199958469	0.623484794081333	0.0793684741017928	7.85557239366466	3.97950556778441e-15	1.25809991679164e-13
ENSG00000005812	1655.31403393751	0.131498578965348	0.0823834403378342	1.59617731944799	0.11044920985249	0.186287561686718
ENSG00000005844	624.6917890127	-0.924055104000283	0.218624528545949	-4.22667625698765	2.3716850950624e-05	0.000129432939262356
ENSG00000005882	1430.86281317347	0.27761571192545	0.13904277902253	1.99662085206501	0.0458663859136911	0.09036664585469
ENSG00000005884	848.031745003094	-0.410584115595228	0.197185117662308	-2.08222669369186	0.0373217681347474	0.0759251959486969
ENSG00000005889	818.343223808637	0.118655949782924	0.0772425482451229	1.53614753110396	0.124502201073678	0.204892369990589
ENSG00000005893	2465.73077623452	-0.0593100022450608	0.0720671629143006	-0.822982338233432	0.410518037206752	0.52368884500239
ENSG00000005961	94.3175828268305	-0.608888745359701	0.15018615455192	-4.05422688380509	5.03003792969945e-05	0.000251087406384439
ENSG00000006007	2253.03130881865	-0.0301649602695608	0.107360565627146	-0.280968715965237	0.778734394710821	0.840692911657057
ENSG00000006015	537.079809177697	-0.139168593283145	0.133805774400941	-1.04007912891812	0.298303139353304	0.410150435928811
ENSG00000006016	82.8782612311968	1.32994560164719	0.32498010704562	4.09239080427927	4.26948311057939e-05	0.000217280822042196
ENSG00000006025	297.957629276552	-0.484274461038964	0.12664447543172	-3.82388935157348	0.00013136288520264	0.000589312857434396
ENSG00000006042	670.305203803392	-1.01081161293111	0.121174046353852	-8.34181611777938	7.31581541210612e-17	2.99964405292447e-15
ENSG00000006047	380.311534278119	0.626531361105809	0.128764214503422	4.865725803726	1.14037528489845e-06	8.43778860327346e-06
ENSG00000006062	472.190554791937	-0.270017170878875	0.15469774742423	-1.74544992008451	0.0809065825898187	0.144451864846378
ENSG00000006071	16.9774125557211	1.01479971105658	0.334969273058213	3.0295307440937	0.00244933973179658	0.00754035259400132
ENSG00000006118	173.503295680557	-0.950959313133215	0.161790834225322	-5.87770820075527	4.15985351818754e-09	5.04963731209074e-08
ENSG00000006125	4241.1767192903	-0.0221823589553599	0.0459403184936957	-0.482851658035499	0.629201068524797	0.720517523375032
ENSG00000006194	769.021367087841	-0.0840658173359429	0.0633613765777115	-1.32676753373308	0.184585593250104	0.280970483557081
ENSG00000006210	2115.79307987571	1.62145715342156	0.200880349705026	8.07175592735933	6.92942910080743e-16	2.46454070234967e-14
ENSG00000006282	2009.05927057682	-0.116182890785117	0.0986557281659605	-1.17765985761792	0.238932236322968	0.344961056808566
ENSG00000006283	17.9622000347584	-0.34154847936643	0.251237298143279	-1.35946566011726	0.173999076972505	0.267852173659043
ENSG00000006327	265.204934310449	1.49198370567365	0.356707790751035	4.18264962066663	2.88131271728792e-05	0.000153672739329593
ENSG00000006432	37.9887410250728	-2.08755466380476	0.290437331102031	-7.18762514406732	6.59279664445002e-13	1.49705112679718e-11
ENSG00000006451	1230.18888093651	0.424246560615782	0.072763249863001	5.83050594104244	5.52595713257926e-09	6.56369063837482e-08
ENSG00000006453	156.877329095824	0.0825253746470325	0.132360914968535	0.623487489993933	0.532964220569478	0.638132995218941
ENSG00000006459	928.35832059564	0.435305951659888	0.0991303953159077	4.39124599748301	1.12702941990631e-05	6.63671542063988e-05
ENSG00000006468	170.375494860667	-0.300478517207109	0.141938876574412	-2.11695713294999	0.0342634860804437	0.0706204028213731
ENSG00000006530	685.346465907212	-0.112525860131622	0.0584553124569479	-1.92498945608231	0.0542306773509254	0.103822804564484
ENSG00000006534	510.733781290898	-0.670327648297087	0.177923375901644	-3.76750747281034	0.000164885606583029	0.00072193676988172
ENSG00000006555	19.4755065114143	-1.84708272569766	0.291081594035022	-6.3455840683469	2.21583153757269e-10	3.31826957289294e-09
ENSG00000006576	514.711301930055	-0.18331441047388	0.0837838020943776	-2.18794571136062	0.0286735570430303	0.0608842975702245
ENSG00000006606	29.5311935941783	-1.88900153012627	0.30249759949623	-6.24468271243193	4.2466125913937e-10	6.11089178956186e-09
ENSG00000006607	698.72699746863	0.253121601989369	0.0600800833876195	4.21307008441218	2.51922851737878e-05	0.000136662051959509
ENSG00000006625	233.802441811805	-0.110474447689896	0.165468906112035	-0.667644757469396	0.504360380572618	0.612796557115243
ENSG00000006634	82.6123844139246	-0.321009769589767	0.129731639751077	-2.47441387625799	0.0133454993226077	0.0319456443264168
ENSG00000006638	72.4434915938714	-0.143761205911045	0.209846462363597	-0.685078053219467	0.493294668463801	0.60247012090802
ENSG00000006652	1705.24732857513	0.549522050172206	0.108050358217319	5.08579572746038	3.66087911113482e-07	3.02187467375828e-06
ENSG00000006695	345.012430711446	0.237644427147236	0.0858374932296995	2.76853876092704	0.0056308287320579	0.015420932296823
ENSG00000006704	341.45439512217	0.379646043452365	0.0948556500587222	4.00235561315892	6.27149409050942e-05	0.000305505544813687
ENSG00000006712	1329.45409063645	0.320342867892963	0.054612309289764	5.86576308636349	4.47071770820205e-09	5.37832209111635e-08
ENSG00000006715	1514.30649365752	0.168949158515283	0.0592518325297666	2.85137440146527	0.00435306798644025	0.0124215565593924
ENSG00000006740	224.023070060489	-1.40191652609444	0.174788839904507	-8.02062950277802	1.05204604744019e-15	3.67218823882516e-14
ENSG00000006744	1891.13620208688	0.223858919138207	0.052509113132864	4.26323938421461	2.01484465421064e-05	0.000111579969806611
ENSG00000006747	471.936691302093	0.482541284300556	0.335781806610344	1.43706798522446	0.15069867693003	0.238494054784176
ENSG00000006756	666.459086378981	-0.00333047046626254	0.0783649165478168	-0.0424995088743615	0.966100503259641	0.977394750065337
ENSG00000006757	457.056637550808	0.246219407447078	0.112760713593206	2.18355666260977	0.0289948410056444	0.0614414487976751
ENSG00000006831	6423.92851299033	0.27426203687663	0.0908984059876488	3.01723703399042	0.00255090258786467	0.00781585898148322
ENSG00000006837	13.8709784349139	-0.080045540067194	0.208016544701706	-0.384803719252133	0.70038284336009	0.780007674976819
ENSG00000007047	660.44991686797	0.207191610688452	0.0760003513225213	2.72619280152005	0.00640695615470136	0.0172224777596818
ENSG00000007080	956.627568667933	0.320385948160222	0.114350681376688	2.80178433834446	0.00508208343567698	0.0141576093811865
ENSG00000007129	49.2650413256853	-0.295237639481108	0.243244424283295	-1.21374884686877	0.224843645250862	0.32879137316352
ENSG00000007168	3635.97416929412	0.250989332050685	0.0327326387445109	7.66786124423821	1.74887925778078e-14	4.93867723035569e-13
ENSG00000007171	35.6589030809871	0.881351110086556	0.223739301728659	3.93918772105323	8.17579425548294e-05	0.000386928529041618
ENSG00000007174	87.444793669587	0.181786461466587	0.179061551758815	1.01521772642427	0.310002052516153	0.422186419914485
ENSG00000007202	3648.88088927145	0.0119128233888993	0.072895250409882	0.163423862623626	0.870184715786712	0.908732352803735
ENSG00000007237	3172.01714459891	-1.1157071796368	0.185553829466459	-6.01284911685683	1.82290691454297e-09	2.34468280467139e-08
ENSG00000007255	405.880333030462	0.0452370172739111	0.0672994880412842	0.672174760767286	0.501472446765299	0.610056113142504
ENSG00000007264	101.828869642268	-0.0637725062574795	0.246603100431178	-0.258603829984194	0.795940927851817	0.85372256592011
ENSG00000007312	255.659277417685	-2.2428588717231	0.21615924247913	-10.3759563828951	3.19002020205141e-25	3.58714906433075e-23
ENSG00000007314	1349.50151899365	2.09672586743876	0.232758399817285	9.0081641267713	2.09534612355242e-19	1.19964953823753e-17
ENSG00000007341	201.188474791008	0.0885992548715833	0.0754926480743513	1.17361434698017	0.240549531955339	0.346888109767211
ENSG00000007372	59.3939851265463	0.00973525300104405	0.110717448985411	0.0879288051725873	0.929933262049749	0.951777672118609
ENSG00000007376	266.119111268503	0.0741575054918207	0.125162338234567	0.592490572945687	0.553522131573248	0.656269979282068
ENSG00000007384	1042.10643744006	0.150252932917232	0.0890712190002566	1.68688533292443	0.0916254028662345	0.160044036873316
ENSG00000007392	1682.79278923255	-0.326838031122599	0.102323301044998	-3.1941701233707	0.00140233450943638	0.00465272787150278
ENSG00000007402	85.5471209949856	-0.628224514757183	0.11198652884724	-5.60982219222222	2.0253459807056e-08	2.15734385545494e-07
ENSG00000007516	199.244707880765	0.685196706327721	0.191682428497501	3.57464537411499	0.000350702912248085	0.00139560287965815
ENSG00000007520	691.698247922095	0.175331855530385	0.092463388385983	1.8962300494383	0.0579296313239508	0.109751871129184
ENSG00000007541	806.796084555252	0.0722006698043606	0.0940290521429897	0.767854914612616	0.44257338529326	0.554741446918347
ENSG00000007545	455.271698433471	-0.0518119600298093	0.0734957587906376	-0.704965305241661	0.480831827604344	0.590397599750358
ENSG00000007866	1310.72887632878	0.0015189589594162	0.15706968611752	0.00967060542974352	0.992284093500225	0.994880031598544
ENSG00000007908	376.472351715053	2.2870233031367	0.694499273046987	3.29305355944119	0.000991055935720605	0.00343630713015089
ENSG00000007923	707.094384341283	0.178601840502443	0.0668969311367716	2.66980618493978	0.00758950413948585	0.0198611062200954
ENSG00000007933	607.589837459704	1.05611564822398	0.294317777877044	3.58835152888791	0.000332775411180423	0.00133188180872915
ENSG00000007944	1288.02879472614	-0.00153488497849637	0.147955171136737	-0.0103739867062697	0.991722904636308	0.994795386259561
ENSG00000007968	15.0334926859806	-0.236611242794964	0.368373135853815	-0.642314055411632	0.520669290017195	0.627053716233753
ENSG00000008018	3215.43518287138	0.276788898850444	0.0547215374265113	5.05813454569254	4.233776869906e-07	3.45228379678527e-06
ENSG00000008056	16.8664495383565	-1.90221737962413	0.330846226947594	-5.74955137670481	8.94805599588692e-09	1.01839723361673e-07
ENSG00000008083	511.574756743464	-0.0941581829776291	0.068260738259718	-1.37939004731207	0.167774526223059	0.260125316045478
ENSG00000008086	315.57269056612	0.382407243115143	0.0913667715922413	4.18540828849442	2.84653982618102e-05	0.000152034048338604
ENSG00000008128	27.5166839393974	0.252806208873765	0.187841708883725	1.34584704523878	0.178351849708187	0.273320498259348
ENSG00000008130	2848.76589844336	0.29899395606146	0.072287625174126	4.13617068400359	3.53149555133069e-05	0.000183553708714196
ENSG00000008226	262.528469354671	-0.545672374636894	0.177932873074337	-3.06673165676879	0.00216413042463773	0.00677901672131309
ENSG00000008256	2245.93302017266	0.224734345662109	0.0616596339076744	3.6447564057648	0.000267645183872809	0.0011041539780201
ENSG00000008277	397.234244154265	0.906865088787344	0.137525497525071	6.59415966571598	4.27671259687098e-11	7.30112598696728e-10
ENSG00000008282	2706.43109317651	0.0591987355323044	0.074591020309385	0.793644265579996	0.427402555069069	0.539612248328765
ENSG00000008283	791.989326100846	-0.045836514744528	0.0798356157269907	-0.574136171270633	0.565875657971454	0.66691219913681
ENSG00000008294	3637.6560920277	0.037083676168304	0.0442839034706198	0.837407573903398	0.40236350990527	0.515936964344869
ENSG00000008300	92.1310607637769	-0.255314102017584	0.124489216761157	-2.0508933115663	0.040277337644624	0.0810162943046695
ENSG00000008311	752.401369642007	-0.0228756767056064	0.134635331028188	-0.169908422483969	0.865082157251668	0.905438514715699
ENSG00000008323	1419.78984729368	0.821018436444484	0.164908755666996	4.97862246988502	6.40384167288013e-07	5.01282796060925e-06
ENSG00000008324	210.602709593237	-0.322069590251538	0.0802574938500939	-4.01295349258107	5.99637308698752e-05	0.000293015587302989
ENSG00000008382	145.839865268395	-0.0563240382396141	0.0891350368645168	-0.631895607169886	0.527455094007492	0.633121174235977
ENSG00000008394	27532.3344503763	0.162493212261397	0.106475236547166	1.5261127143814	0.126981796171295	0.208224864678724
ENSG00000008405	401.953022761319	0.18950162191353	0.125164258745411	1.51402344257864	0.130019893917488	0.212169237736923
ENSG00000008441	5677.52401765329	0.270598814636147	0.111171861677156	2.43405849784156	0.0149305818989567	0.0351179105060757
ENSG00000008513	2604.43701807778	-0.315399303256918	0.100639442424917	-3.13395320619175	0.00172468357065356	0.00557257962376173
ENSG00000008516	143.512181054982	0.0609307994953828	0.355172473033855	0.171552707829288	0.863789189803125	0.904438092852684
ENSG00000008517	862.223730534247	-0.401793045144467	0.131512119098879	-3.05517885269853	0.00224926345682872	0.00700131252375045
ENSG00000008710	3451.71103518059	0.223959003499866	0.122242110155706	1.83209372952248	0.0669374574284983	0.123527762681778
ENSG00000008735	54.1519305182604	0.0895355347624359	0.184908000870204	0.484216660939867	0.628232113902349	0.719642079382447
ENSG00000008838	1633.31432594454	0.0244513729386827	0.0620473623642608	0.394075944681359	0.693524970357819	0.774252744685185
ENSG00000008853	427.150816949675	-0.129816364093881	0.0813589069228524	-1.59560113334583	0.110577874342011	0.186454332609197
ENSG00000008869	1168.0456362694	0.260706334080191	0.0632020556642688	4.12496605276687	3.70789443260533e-05	0.000191714068143985
ENSG00000008952	5396.77867548772	0.131551917508621	0.0719325838107644	1.82882235753826	0.0674262245363085	0.124258790045862
ENSG00000008988	21176.4672703009	0.108519451661777	0.0769133896733039	1.41093055608032	0.158265091314159	0.248211831113035
ENSG00000009307	27417.8072946591	0.107064933468778	0.0856684840220436	1.24975870287642	0.211387706025319	0.313014487576839
ENSG00000009335	2149.65473795019	0.276843585260351	0.0502765037725454	5.50642078281362	3.66202633894722e-08	3.72200292539294e-07
ENSG00000009413	1267.51865548597	0.68876093677792	0.0805674362707007	8.54887493830303	1.24294104493678e-17	5.77752224823459e-16
ENSG00000009694	239.225659512931	0.804486140103209	0.169960257852923	4.73337796886246	2.20813742836637e-06	1.52731538737724e-05
ENSG00000009724	91.7642075083237	-0.511179515462004	0.143178635176311	-3.57022201554397	0.00035667879321329	0.00141672357865685
ENSG00000009780	552.09941106514	0.278643865416345	0.123081591831562	2.2638955287292	0.0235805410269938	0.0516587704089963
ENSG00000009790	220.582354251123	-1.42480050984571	0.257985752924145	-5.52278757139211	3.33663056441609e-08	3.41463680485938e-07
ENSG00000009830	632.483733007635	0.0145643892195335	0.0609998315429868	0.238761138369208	0.81129080585403	0.865490543835302
ENSG00000009844	713.426319903733	0.154637686185536	0.0608306147206647	2.54210296732386	0.0110187707539418	0.0272121904245493
ENSG00000009950	7426.03383970958	0.2518876303884	0.132603256284217	1.89955840789094	0.0574910948000953	0.109108162632743
ENSG00000009954	2406.25517643875	0.186564507706153	0.0551394447367613	3.38350356259158	0.000715672789898272	0.00259803195853463
ENSG00000010017	1084.2110750587	0.295143650055252	0.0600888110326096	4.91179048117761	9.02484611173626e-07	6.82002354657123e-06
ENSG00000010030	29.2726028578684	-0.776868795960849	0.222113564706262	-3.49761977386763	0.000469429871160962	0.00180053585590925
ENSG00000010072	183.945231715547	0.187718535354612	0.0757488334651675	2.47817064326057	0.0132057969829072	0.0316800793998485
ENSG00000010165	905.690948837634	0.0511177204331382	0.0558196715349113	0.915765339127222	0.359789986591834	0.474160811040819
ENSG00000010219	203.093223861105	-0.276616445206746	0.10111080474735	-2.73577532982691	0.00622334997713769	0.0167962473729044
ENSG00000010244	2507.18296091657	-0.140058723250509	0.0379138117003787	-3.69413459024775	0.000220636922674244	0.000931026483524413
ENSG00000010256	3408.14593128652	0.0760295814598661	0.0670110720026171	1.13458237851943	0.256550339838489	0.36506469893362
ENSG00000010270	624.254718451856	0.0875398770609999	0.0525400741076803	1.66615442683975	0.095682660361219	0.165740451272631
ENSG00000010278	1311.0068132377	-0.0329969152308818	0.143090964905776	-0.230600969478471	0.817624814374244	0.870241872193482
ENSG00000010292	804.448569212937	-0.207659373548313	0.0709526388222133	-2.92673221173136	0.00342543682424268	0.0100604125934397
ENSG00000010295	1365.22811149479	-0.297833710945384	0.0884364284772958	-3.36777181161094	0.000757782874173042	0.00272874488860893
ENSG00000010310	222.283579607362	0.793825575666678	0.271343484878261	2.92553762999996	0.00343861586435063	0.0100959611189244
ENSG00000010318	249.473475893164	0.0882962580898811	0.0760976108260219	1.16030263146827	0.245925613513095	0.352941314188951
ENSG00000010319	9424.62938238677	1.35670849052482	0.136297503294999	9.95402305784274	2.4218983869147e-23	2.17611625874982e-21
ENSG00000010322	4153.38245587701	0.0152391866149901	0.0655013618031527	0.232654500539814	0.816029703005263	0.868966361935687
ENSG00000010327	10051.9526728497	-0.289586764010546	0.170603269713257	-1.6974279830467	0.0896157758403236	0.15700108727544
ENSG00000010361	357.98139169901	0.0291391350032188	0.0722015039646606	0.403580720665889	0.68652106522282	0.768821204793629
ENSG00000010404	2717.85554389229	0.0371344342093115	0.0437889917321539	0.8480312685995	0.396420557023045	0.510203662554709
